129,191,1,1,2,2, ﻿
129,191,1,1,1,1, पुरनिपॆन
129,191,1,2,2,1, अन्ग्लुनॆस्
129,191,1,7,7,1, सस्
129,191,1,1,1,1, दुइ
129,191,1,1,1,1, थनिपॆन
129,191,1,15,16,2, ऒ
129,191,1,1,1,1, ऎख्तॊ
129,191,1,1,1,1, मख़युख़
129,191,1,3,3,1, कॊ
129,191,1,3,3,1, थन्
129,191,1,3,3,1, कै
129,191,1,2,2,1, अकन
129,191,1,4,4,1, सि
129,191,1,1,1,1, स्तरि
129,191,1,1,1,1, रद्
129,191,1,1,1,1, ý
129,191,1,2,2,1, थै
129,191,1,2,2,1, दुइतॊ
129,191,1,1,1,1, तॆर्र
129,191,1,1,1,1, मॊय्स्
129,191,1,5,5,1, कतर्
129,191,1,1,1,1, अवॆल्
129,191,1,2,2,1, अकनुत्नॊ
129,191,1,2,2,1, नव्
129,191,1,1,1,1, जन्ग्लॊ
129,191,1,3,3,1, सर्
129,191,1,1,1,1, विद्र्मॊख़
129,191,1,3,3,1, ।
129,191,1,1,1,1, थनिप्नस्कॊ
129,191,1,1,1,1, परुव्दॊ
129,191,1,1,1,1, बुत्वर्
129,191,1,2,2,1, मॊषॊविख़
129,191,1,3,3,1, मॊशॊत्स्
129,191,1,1,1,1, मॊषॊवॆत्स्
129,191,1,1,1,1, विल्ल
129,191,1,1,1,1, रॆगिअ
129,191,1,1,1,1, मयॊस्
129,191,1,1,1,1, अलिऒ
129,191,1,1,1,1, नॊमिनॆ
129,191,1,1,1,1, ऒप्पिदिऒउम्
129,191,1,2,2,1, मयुस्
129,191,1,1,1,1, सुऎ
129,191,1,1,1,1, ऒलिम्
129,191,1,5,5,1, मॊशॊव्त्सॆ
129,191,1,1,1,1, š
129,191,1,1,1,1, बरिल्यस्
129,191,1,2,2,1, ऎख्
129,191,1,1,1,1, थगरिप्नस्कॊ
129,191,1,1,1,1, थनिपॆन्।
129,191,1,1,1,1, मश्कर्
129,191,1,2,2,1, लॆ
129,191,1,1,1,1, १४तॊ
129,191,1,1,1,1, शॆल्बॆर्शॆस्कॊ
129,191,1,2,2,1, तॆलल्
129,191,1,1,1,1, थग्गरिप्नस्कॊ
129,191,1,1,1,1, खॆर्वज्
129,191,1,5,6,2, इ
129,191,1,1,1,1, ब्लत्नित्स।
129,191,1,1,1,1, १५२७
129,191,1,1,1,1, ऒप्रॆतॆलॆ
129,191,1,1,1,1, ४००
129,191,1,1,1,1, बॆर्श
129,191,1,1,1,1, फ़मिलिय
129,191,1,1,1,1, रॆवय्।
129,191,1,1,1,1, ऒरिगिनल्नॊ
129,191,1,1,1,1, अर्ख़ितॆक्तुर
129,191,1,1,1,1, दिखिपॆन
129,191,1,1,1,1, शुकर्
129,191,1,1,1,1, मॊनुमॆंतॊ
129,191,1,1,1,1, मनॊर्
129,191,1,1,1,1, खॆर्
129,191,1,1,1,1, अंदर्
129,191,1,1,1,1, पश्
129,191,1,1,1,1, १८तॊ
129,191,1,1,1,1, शॆल्बॆर्श्ऎस्कॊ।
129,191,1,1,1,1, अवॆर्
129,191,1,1,1,1, जन्ग्लॆ
129,191,1,1,1,1, थन
129,191,1,1,1,1, कतॊलिच्कॊ
129,191,1,2,2,1, खन्गॆरि
129,191,1,1,1,1, बियंदिलॊ
129,191,1,2,2,1, यन्
129,191,1,2,2,1, कॊल्लर्
129,191,1,1,1,1, लुतॆरनिच्कॊ
129,191,1,1,1,1, कॆर्दि
129,191,1,1,1,1, १७८४तॊ
129,191,1,1,1,1, बॆर्शॆस्तॆ
129,191,1,1,1,1, संस्क्र्तिपॆन
129,191,1,1,1,1, बियंदिल्यन्
129,191,1,1,1,1, बरॆ
129,191,1,1,1,1, मनुश
129,191,1,1,1,1, फ़्रित्सॊ
129,191,1,1,1,1, कफ़ॆंद
129,191,1,1,1,1, १८८३
129,191,1,1,1,1, १९६३
129,191,1,1,1,1, गिल्यन्गॊ
129,191,1,1,1,1, कॆर्दितॊरि
129,191,1,1,1,1, अन्न
129,191,1,1,1,1, लत्स्कॊव
129,191,1,1,1,1, ज़ॊर
129,191,1,1,1,1, १८९९
129,191,1,1,1,1, १९८८
129,191,1,1,1,1, लॆखव्नि
129,191,1,1,1,1, युर्
129,191,1,1,1,1, तॆसक्
129,191,1,1,1,1, मॊशॊव्स्कि
129,191,1,1,1,1, मिलॊस्लव्
129,191,1,1,1,1, श्मित्।
129,191,1,1,1,1, बरॆदॆर्
129,191,1,1,1,1, लॆंदर्
129,191,1,1,1,1, १७९३
129,191,1,1,1,1, १८५२
129,191,1,1,1,1, लॆस्कि
129,191,1,1,1,1, पॊऎसिय
129,191,1,1,1,1, स्लवि
129,191,1,1,1,1, द्त्सॆर
129,191,1,1,1,1, जन्ग्लि
129,191,1,1,1,1, पॆ
129,191,1,1,1,1, बुत्
