101,158,1,9,33,3, A
101,158,1,3,3,1, Cópula
101,158,1,7,39,3, de
101,158,1,2,2,1, Manuel
101,158,1,2,2,1, Bandeira
101,158,1,2,6,3, LITERATURA
101,158,1,1,3,3, BRASILEIRA
101,158,1,1,3,3, Textos
101,158,1,1,3,3, literários
101,158,1,3,17,3, em
101,158,1,1,4,3, meio
101,158,1,1,3,3, eletrônico
101,158,1,1,2,2, Edição
101,158,1,1,1,1, base
101,158,1,1,1,1, Bric
101,158,1,1,1,1, Brac
101,158,1,2,3,2, Depois
101,158,1,2,2,1, lhe
101,158,1,1,1,1, beijar
101,158,1,1,1,1, meticulosamente
101,158,1,7,42,3, O
101,158,1,1,1,1, cu
101,158,1,7,35,3, que
101,158,1,2,7,3, é
101,158,1,1,2,2, uma
101,158,1,1,1,1, pimenta
101,158,1,1,1,1, boceta
101,158,1,4,7,3, um
101,158,1,1,2,2, doce
101,158,1,1,1,1, moço
101,158,1,1,1,1, exibe
101,158,1,1,4,3, à
101,158,1,1,1,1, moça
101,158,1,1,1,1, bagagem
101,158,1,1,1,1, trouxe
101,158,1,1,1,1, Culhões
101,158,1,9,27,3, e
101,158,1,2,2,1, membro
101,158,1,1,1,1, enorme
101,158,1,1,1,1, turgescente
101,158,1,4,4,1, Ela
101,158,1,1,1,1, toma
101,158,1,2,4,3, na
101,158,1,1,1,1, boca
101,158,1,1,1,1, morde
101,158,1,1,1,1, incontinente
101,158,1,3,29,3, Não
101,158,1,1,1,1, pode
101,158,1,1,1,1, ele
101,158,1,1,1,1, conter
101,158,1,3,20,3, se
101,158,1,1,1,1, jacto
101,158,1,1,1,1, esporrou
101,158,1,1,1,1, desarmou
101,158,1,1,1,1, porém
101,158,1,1,1,1, Antes
101,158,1,1,7,3, mais
101,158,1,1,1,1, rijo
101,158,1,1,1,1, alterou
101,158,1,1,1,1, fodeu
101,158,1,1,1,1, geme
101,158,1,1,1,1, peida
101,158,1,1,1,1, sente
101,158,1,1,2,2, vai
101,158,1,1,1,1, morrer
101,158,1,2,8,3, Eu
101,158,1,1,1,1, morro
101,158,1,1,1,1, ai
101,158,1,1,1,1, queres
101,158,1,1,1,1, morra
101,158,1,1,1,1, Grita
101,158,1,1,5,2, para
101,158,1,1,1,1, rapaz
101,158,1,1,1,1, aceso
101,158,1,1,1,1, como
101,158,1,1,1,1, Diabo
101,158,1,1,1,1, Arde
101,158,1,1,1,1, cio
101,158,1,1,1,1, tesão
101,158,1,1,1,1, amorosa
101,158,1,1,1,1, gangorra
101,158,1,1,1,1, titilando
101,158,1,1,5,2, nos
101,158,1,1,1,1, mamilos
101,158,1,1,8,3, no
101,158,1,1,1,1, rabo
101,158,1,1,1,1, irá
101,158,1,1,2,2, ter
101,158,1,1,2,2, sua
101,158,1,1,1,1, ração
101,158,1,1,1,1, porra
101,158,1,1,1,1, enfia
101,158,1,1,1,1, cono
101,158,1,1,1,1, dentro
101,158,1,1,1,1, mangalho
101,158,1,1,1,1, até
101,158,1,1,1,1, cabo
101,158,1,1,3,3, Núcleo
101,158,1,1,3,3, Pesquisas
101,158,1,1,3,3, Informática
101,158,1,1,3,3, Lingüística
254,395,2,3,3,1, Ode
254,395,2,6,8,2, ao
254,395,2,3,3,1, Conde
254,395,2,11,18,2, da
254,395,2,3,3,1, Cunha
254,395,2,16,39,3, de
254,395,2,3,6,2, Basílio
254,395,2,3,6,2, Gama
254,395,2,2,6,3, LITERATURA
254,395,2,1,3,3, BRASILEIRA
254,395,2,1,3,3, Textos
254,395,2,1,3,3, literários
254,395,2,3,17,3, em
254,395,2,2,4,3, meio
254,395,2,1,3,3, eletrônico
254,395,2,1,1,1, Texto
254,395,2,1,2,2, fonte
254,395,2,1,2,2, Obras
254,395,2,1,2,2, Poéticas
254,395,2,1,1,1, Org
254,395,2,1,1,1, Ivan
254,395,2,1,1,1, Teixeira
254,395,2,2,3,2, São
254,395,2,1,2,2, Paulo
254,395,2,1,2,2, Edusp
254,395,2,2,4,2, PRIMEIRO
254,395,2,1,1,1, VICE
254,395,2,1,1,1, REI
254,395,2,4,5,2, DO
254,395,2,1,2,2, ESTADO
254,395,2,1,1,1, BRASIL
254,395,2,1,3,2, COM
254,395,2,1,1,1, ASSENTO
254,395,2,4,8,3, no
254,395,2,1,1,1, RIO
254,395,2,1,1,1, JANEIRO
254,395,2,1,1,1, I
254,395,2,1,1,1, Outros
254,395,2,1,1,1, cantem
254,395,2,9,13,2, as
254,395,2,1,1,1, bélicas
254,395,2,1,1,1, fadigas
254,395,2,3,5,2, Dos
254,395,2,1,1,1, vossos
254,395,2,1,1,1, imortais
254,395,2,1,1,1, progenitores
254,395,2,10,27,3, e
254,395,2,1,1,1, vitórias
254,395,2,1,1,1, antigas
254,395,2,12,35,3, que
254,395,2,1,1,1, testemunhas
254,395,2,1,1,1, serpes
254,395,2,1,1,1, oiro
254,395,2,1,1,1, azuladas
254,395,2,1,1,1, unhas
254,395,2,1,1,1, II
254,395,2,2,8,3, Eu
254,395,2,2,2,1, das
254,395,2,2,2,1, vossas
254,395,2,1,1,1, empresas
254,395,2,1,1,1, Direi
254,395,2,1,1,1, alto
254,395,2,1,1,1, Senhor
254,395,2,12,33,3, A
254,395,2,1,1,1, menor
254,395,2,1,1,1, parte
254,395,2,1,1,1, quero
254,395,2,1,1,1, som
254,395,2,1,1,1, lira
254,395,2,1,1,1, Ajuntar
254,395,2,3,7,3, mais
254,395,2,2,7,3, um
254,395,2,1,1,1, eco
254,395,2,2,4,3, à
254,395,2,1,1,1, vossa
254,395,2,2,2,1, glória
254,395,2,2,4,2, Sem
254,395,2,1,1,1, abrir
254,395,2,7,8,2, os
254,395,2,1,1,1, anais
254,395,2,2,2,1, antiga
254,395,2,1,1,1, História
254,395,2,1,1,1, III
254,395,2,1,1,1, África
254,395,2,1,1,1, inculta
254,395,2,1,1,1, feia
254,395,2,1,1,1, estende
254,395,2,1,1,1, várias
254,395,2,1,1,1, partes
254,395,2,1,1,1, Fértil
254,395,2,1,1,1, monstros
254,395,2,1,1,1, deserta
254,395,2,1,1,1, areia
254,395,2,1,1,1, Ilustrada
254,395,2,1,2,2, por
254,395,2,4,4,1, vós
254,395,2,1,1,1, novos
254,395,2,1,1,1, lumes
254,395,2,1,1,1, Aprendeu
254,395,2,1,1,1, menos
254,395,2,1,1,1, ásperos
254,395,2,1,1,1, costumes
254,395,2,1,1,1, IV
254,395,2,1,2,2, Nós
254,395,2,1,1,1, vemos
254,395,2,1,1,1, restaurado
254,395,2,11,42,3, O
254,395,2,1,1,1, luzimento
254,395,2,2,2,1, tropa
254,395,2,1,1,1, militar
254,395,2,1,1,1, Ilhas
254,395,2,1,1,1, gemem
254,395,2,1,1,1, C
254,395,2,1,2,2, peso
254,395,2,1,1,1, seguros
